Sample,EquilibriumCount,StableEquilibriumCount,HasPhysicalBistability,LowerFoldSodium0,UpperFoldSodium0,UpperFoldSodium02,SodiumFoldChange,SodiumComparisonAvailable,SodiumDirectionPreserved,UnexpectedStability,OscillatoryInstability,UnexpectedFoldGeometry,alphaMultiplier,betaMultiplier,kaMultiplier,r0Multiplier,krMultiplier,KrMultiplier,prMultiplier,KsMultiplier,nsMultiplier,fminMultiplier,KfMultiplier,nfMultiplier,gzMultiplier,kzMultiplier,KzMultiplier,nzMultiplier
2465,3,2,1,-0.727251008125759,0.357866998201314,0.205049836529873,-0.152817161671441,1,1,0,0,0,0.864309562133858,0.859737639554827,0.979922500245267,1.01643423697547,0.989910125173001,1.14553197446775,1.19382452204284,0.855842267696554,0.994899773471174,1.03216520883017,1.03380448942721,1.01353934809537,0.88733951710611,1.01585828138924,0.892934788493009,0.87764576008875
2466,3,2,1,-1.133313008966,0.296976267816327,0.151377689938726,-0.145598577877601,1,1,0,0,0,0.947142361724046,0.969630962812861,0.98339002399221,0.942832666702141,1.07384619003346,0.892098569049483,1.13554923631075,0.831593736707787,0.840547270325061,0.873729230424117,1.05703150886588,0.935990042672225,0.919564568792212,0.823930813602325,1.0022616551644,1.03241080927074
2467,3,2,1,-1.54328363689969,0.244613928821208,0.119937232622808,-0.1246766961984,1,1,0,0,0,0.963280729862335,0.9130261528754,0.898114037162945,1.04035459206145,1.17013504283979,0.887641335670876,1.02290972630414,0.830219859538553,1.09370612228321,1.18467508682836,0.897640267360116,1.13059253469568,1.02659366052651,0.845131520033634,0.941240302138288,0.814949142977501
2468,3,2,1,-1.04991843640142,0.285265465558897,0.168190946313182,-0.117074519245715,1,1,0,0,0,1.15904656557443,1.13074325584706,0.838965153984414,0.99857121236923,1.10458193184181,0.895272792946029,0.921203917789686,1.09882406489222,1.05265178364258,1.18818599487102,0.844393856687796,0.900857411493856,0.994085555703807,0.9885333949322,1.1514310028467,1.10586358509524
2469,3,2,1,-1.06560186439311,0.309073584382551,0.130622770321217,-0.178450814061334,1,1,0,0,0,0.822582840627912,1.1318343661391,1.07019619962676,1.14757914974741,1.12672752344514,0.862272101075625,1.16303547482661,0.825836989987503,0.958563704112468,1.08159296220467,0.935651671091273,0.882618100125424,1.08787723738205,1.03136600056101,0.856467268106233,1.07388052549157
2470,3,2,1,-0.853923371150528,0.560915678702731,0.376193734724373,-0.184721943978358,1,1,0,0,0,0.804610836831229,1.08622184998685,0.94714608281753,1.01653335176627,0.973586919519098,1.08916738264659,1.16213735582878,1.12483029174085,1.07752425292623,0.900332768461908,1.18266389956426,1.08919820126553,1.00858943618992,0.801835428853978,1.10071780635462,0.868953130619981
2471,3,2,1,-1.88576016218108,0.32149221883881,0.193954147320155,-0.127538071518655,1,1,0,0,0,0.895005231582593,0.903907430406496,0.815071252603905,0.938549068057863,0.90639319424934,0.818054797819515,0.94704193504456,1.00836232841333,1.17931568154122,1.13249348287712,0.998918806271247,1.16794623240931,1.19455142456756,0.822167450951724,1.04281624416958,1.06282387129528
2472,3,2,1,-0.93421504492819,0.485816715463641,0.280762014462213,-0.205054701001429,1,1,0,0,0,0.834965300238479,0.902322338809701,1.16673230254034,1.11758900945687,0.958901565015284,0.906862109487304,0.96419252457032,0.979810785345317,1.14092019542294,0.964926674697932,0.919733283900835,0.872867970357506,0.900520987066485,0.825653231094514,0.884612272653194,1.05133788951173
2473,3,2,1,-0.592378623940215,0.31599109185815,0.170834745812735,-0.145156346045416,1,1,0,0,0,0.877817582490763,1.14271762538337,0.849832990958761,0.862038596247074,1.07719705173201,0.864339931374733,1.0171826543352,0.96698632743897,1.04224961691164,1.12325518785995,0.810997086458409,1.0565606698997,0.812509841858442,1.12402528540911,0.959611109654303,1.06110727895128
2474,3,2,1,-0.560232142708782,0.483546177337329,0.294507993163404,-0.189038184173925,1,1,0,0,0,0.971200494949332,1.04570089581004,0.988230878011594,0.821017208972772,0.86270304141375,1.13007785937469,0.975511017687853,1.15889053818779,0.881597765098899,0.862881573871176,0.874008399882573,0.835931352074518,1.06654754576915,1.0824161448859,1.16736540467956,1.16129035735762
2475,3,2,1,-1.41310131382981,0.288898750756427,0.150515152682958,-0.13838359807347,1,1,0,0,0,1.04650026970549,0.899295471499368,0.817079175401942,0.998709122603042,0.86202333660317,0.802622655306983,0.885380866695368,1.15861967887072,1.0821737001227,0.862295358055739,1.11822438623473,1.06257205523292,0.936064223817174,0.801751099688721,0.802960843311918,1.15238615498729
2476,3,2,1,-1.16881415408007,0.355181911561215,0.215612558462193,-0.139569353099022,1,1,0,0,0,0.977916028328762,1.1834528876597,0.863362830163797,1.1700058707014,1.03241301835478,1.12581528055846,0.819381898557289,1.13577314645352,1.18774335570264,1.05539944982811,1.17615853040208,1.15188683860178,0.92076741362339,0.852745209634052,0.825570870938564,1.13041981569456
2477,3,2,1,-1.03793112581457,0.539254656083701,0.352974014529138,-0.186280641554563,1,1,0,0,0,0.822254527165382,0.818817096587391,1.08355663985032,1.0972261862508,0.982020305002589,1.11086139473544,0.828873749532386,1.0036264108431,1.10185095859182,1.15329866704754,1.19555236144076,1.03196729852611,1.19067369686354,0.955361914653527,0.953056228240391,1.05735371242146
2478,3,2,1,-1.47297801844768,0.198389069681864,0.0455591407916191,-0.152829928890245,1,1,0,0,0,1.09764319672538,0.965810373442499,0.858168459643381,1.10705339347521,0.869476964859427,0.941054437733322,0.837676734263838,1.04961041546715,0.913512953236432,0.832814602630643,0.865358440361826,0.831934283626733,0.990829123929666,0.828722778462856,0.857754033344521,0.834827678127407
2479,3,2,1,-0.697070178444389,0.491187082783067,0.271499443275901,-0.219687639507166,1,1,0,0,0,0.999849553240969,0.817221109924634,1.10370211195394,1.08346800685598,0.848695989131585,1.12178186803199,1.11677814398133,1.18219105858299,0.830765859239618,1.01155196675376,1.15011004977853,0.819402645770431,1.0623121202887,0.898095249951237,0.975169957953514,0.97954907711635
2480,3,2,1,-1.09105834421925,0.318879028073813,0.172167634236128,-0.146711393837685,1,1,0,0,0,1.08987866090592,0.82106093277599,0.926375019088134,0.898188337912917,0.874366859243087,1.01938420453955,0.834987980466812,1.06318134384238,0.943241790705534,0.846205038289043,1.06592009776529,0.973697018522705,0.882785380859072,0.83037929050147,0.914085061229246,0.941417280754106
2481,3,2,1,-0.701046163520038,0.3834599602729,0.240308197385938,-0.143151762886963,1,1,0,0,0,0.97625556923463,0.842313755467246,1.06170529735279,0.911439886937392,0.973143998794724,1.0428867128343,0.836593042141869,0.907231474752607,1.10564893485623,1.12271293928044,0.938023239548117,0.91395253738512,0.902911075407665,0.993555170917319,1.07475965220538,0.904735994948236
2482,3,2,1,-1.18126116418723,0.542819779194388,0.35452661495669,-0.188293164237699,1,1,0,0,0,0.961913825618332,0.998137287198571,1.18577721232811,0.802006431680164,0.895785921641605,1.0987154301516,0.844260817232915,1.07767571074886,1.16157860675421,1.16434509798802,1.10917172469505,0.883331167154329,1.13092484358018,0.880281891764933,0.902834365335305,1.16737266551062
2483,3,2,1,-1.59770018020839,0.229043844187792,0.120315962087454,-0.108727882100337,1,1,0,0,0,1.12482062162655,0.948926958170449,0.866698752691631,1.11820245482547,1.02782003485897,0.999673751210599,1.15085318384884,0.914361238408138,1.0644384190147,0.855340608579248,1.06667713023412,1.18889291744918,1.12504882831854,0.923708790574462,0.899298552416477,0.818122086433128
2484,3,2,1,-1.2516033942066,0.44001991466104,0.231908857148774,-0.208111057512266,1,1,0,0,0,0.897443319820992,0.839264869099672,1.08799160531044,1.00969093743297,0.948339222525178,0.94845059044033,1.09587157656938,1.03412217181145,0.919895945273133,1.03389973769617,0.903343637425559,1.13213429310597,1.16194893288196,0.854251621722529,1.01302723161747,0.844387055583042
2485,3,2,1,-0.316756091794491,0.477853976126017,0.300315027684408,-0.177538948441609,1,1,0,0,0,1.10140233239948,0.880107969075691,1.15278495110235,1.03726152587394,1.00666586844551,1.00884217771418,0.9876454393543,1.13982585138988,1.0543141192511,1.1610822640652,0.857014256907881,1.10705582677746,0.819814467050552,1.12869901487064,1.02400390087125,0.990148712128124
2486,3,2,1,-1.34495583651634,0.240174657988702,0.11870593105588,-0.121468726932822,1,1,0,0,0,1.19339928181141,1.06281777887549,1.11299165263996,1.012826992082,0.83268800279529,0.811394981505204,0.920899575866373,0.866127633261502,1.12523883435635,1.14883806930143,0.915431140883949,0.847301861844506,0.942543847691299,0.843466405981138,0.996397812513541,1.01664985447619
2487,3,2,1,-0.913960638898238,0.300106410741026,0.182798116045411,-0.117308294695615,1,1,0,0,0,1.04740283506255,0.947688543154505,0.880220728125927,1.07409406257383,0.942228970471645,0.953946815175159,0.881602031655124,0.994201904727427,1.10340831659429,0.916733287608943,1.18755340996612,0.968889719252311,1.16767410469454,1.13045688647793,1.0780969219778,0.802671030707642
2488,3,2,1,-1.19123618543264,0.331166661427484,0.181011647240553,-0.150155014186931,1,1,0,0,0,1.16568389468365,0.967871531761687,1.13663045234217,0.984272488878321,0.829788557122245,1.19384861095263,1.12343257703438,0.944963858370903,0.924538040666673,1.03063972571146,1.07518317734306,0.81014719584878,0.974084360626034,0.821678147894529,0.966650823437585,1.01104031430068
2489,3,2,1,-0.879318612181485,0.304940151356564,0.175045597180471,-0.129894554176092,1,1,0,0,0,1.10906893376775,0.896615827851911,0.932377884868623,0.811193497604767,1.13619209423768,1.14907183326242,1.09246445647923,0.928917564814417,0.883659594852389,0.844704483902042,0.896374326606779,1.05858447921027,1.12668808805618,1.1026885490942,1.17050653127337,0.830816781532527
2490,3,2,1,-0.788572825096646,0.357060052451101,0.222280995936836,-0.134779056514265,1,1,0,0,0,1.16808033138842,0.909432870521672,1.09349206165742,1.1859158841691,1.04525530597788,1.1882018758386,0.974325673533161,0.949087989676866,0.97688921737123,0.954982202452368,0.926516639044436,1.09752329039689,0.921078595039716,0.949390739811699,1.19365234145037,1.00664027731598
2491,3,2,1,-1.14529305965468,0.328557174071208,0.182046279362942,-0.146510894708266,1,1,0,0,0,0.928111846641782,0.822540383082814,0.960724872101116,1.10767140636872,0.847026881133527,1.1644889197248,0.843803914711938,0.890062887460314,0.92570671636435,0.864288669108068,0.946489315552962,1.05611351042163,1.15673769786901,1.03464627957809,1.08606641825622,1.07496713793344
2492,3,2,1,-0.943033054067976,0.580030577535864,0.400941954856249,-0.179088622679615,1,1,0,0,0,0.908862025361716,1.19408873649783,1.19962856407146,0.855727062223663,1.17483106134816,1.17480200765699,1.02920875555814,0.994305561505364,1.14105732550187,1.15653773651462,1.17692489445981,0.882996372753285,1.07863937461015,0.806391765334411,1.10808452755704,0.862585860606762
2493,3,2,1,-1.58940377359569,0.358058070389621,0.217348735805549,-0.140709334584072,1,1,0,0,0,1.00255180945929,1.04473830593205,0.911209102571981,0.867895611977308,0.851110557659976,0.990868317734974,1.10456818988707,1.05785518366156,1.05988605357078,1.0364315822364,1.16486049714625,1.15788488541687,1.1201123581664,0.809241459427385,0.974471361464877,0.913244941616328
2494,3,2,1,-0.68236915017505,0.429128887225364,0.244822224018063,-0.184306663207301,1,1,0,0,0,0.821090465922008,0.984540302679291,0.834548647700205,1.06722924103416,0.96744346822627,1.12806505606008,0.990973477884916,1.1561669946519,0.958837906839219,1.03755966633093,0.93334589272833,1.04757730430199,1.12530883626075,1.12358308954839,1.05778526006063,0.901191531005037
2495,3,2,1,-1.10318256950433,0.472007387369063,0.288711373609754,-0.183296013759308,1,1,0,0,0,0.881264479613811,0.802218126371728,1.08862805461357,0.944390100633407,0.958484661999284,0.944791304066352,0.987284911276478,0.995221921521871,1.14345633653522,1.13020529301103,0.842446964065294,0.9650145965849,1.07010832719904,0.976074683115266,0.924311524380818,1.17566168148567
2496,3,2,1,-1.22826191851424,0.425856696648459,0.263834866480517,-0.162021830167942,1,1,0,0,0,1.15475175334099,0.964847867756088,1.05340245022903,0.916816474434194,1.17288680911355,1.19546422238712,1.02741854506589,1.11267716317066,0.903273673628807,1.1757067098558,1.0003120082525,0.817910760665398,1.18142807827594,0.858916227345311,1.19076738054323,1.00895663916675
2497,3,2,1,-0.796595541127983,0.408092010386908,0.265180911311841,-0.142911099075067,1,1,0,0,0,1.18675132680358,1.02316333472143,1.06450267981114,0.901954662662476,1.1688435677974,1.0773072872482,0.972265578853724,1.11482357941002,1.17963438132337,0.999179802489055,1.05006101337463,0.987016774707727,0.848558315299765,0.920684993725759,0.917560226788121,0.849078324995973
